
timestamp save;id;timestampPacket;timestampOxy0;timestampOxy1;timestampOxy2;timestampOxy3;timestampOxy4;timestampOxy5;oxigen0;oxigen1;oxigen2;oxigen3;oxigen4;oxigen5;tempTube0;tempTube1;tempTube2;tempTube3;tempTube4;tempTube5;heaterPWM0;heaterPWM1;heaterPWM2;heaterPWM3;heaterPWM4;heaterPWM5;info;tempCpu;Voltage;Current;error;

timestamp save;id;timestampPacket;timestampOxy0;timestampOxy1;timestampOxy2;timestampOxy3;timestampOxy4;timestampOxy5;oxigen0;oxigen1;oxigen2;oxigen3;oxigen4;oxigen5;tempTube0;tempTube1;tempTube2;tempTube3;tempTube4;tempTube5;heaterPWM0;heaterPWM1;heaterPWM2;heaterPWM3;heaterPWM4;heaterPWM5;info;tempCpu;Voltage;Current;error;

timestamp save;id;timestampPacket;timestampOxy0;timestampOxy1;timestampOxy2;timestampOxy3;timestampOxy4;timestampOxy5;oxigen0;oxigen1;oxigen2;oxigen3;oxigen4;oxigen5;tempTube0;tempTube1;tempTube2;tempTube3;tempTube4;tempTube5;heaterPWM0;heaterPWM1;heaterPWM2;heaterPWM3;heaterPWM4;heaterPWM5;info;tempCpu;Voltage;Current;error;

timestamp save;id;timestampPacket;timestampOxy0;timestampOxy1;timestampOxy2;timestampOxy3;timestampOxy4;timestampOxy5;oxigen0;oxigen1;oxigen2;oxigen3;oxigen4;oxigen5;tempTube0;tempTube1;tempTube2;tempTube3;tempTube4;tempTube5;heaterPWM0;heaterPWM1;heaterPWM2;heaterPWM3;heaterPWM4;heaterPWM5;info;tempCpu;Voltage;Current;error;

timestamp save;id;timestampPacket;timestampOxy0;timestampOxy1;timestampOxy2;timestampOxy3;timestampOxy4;timestampOxy5;oxigen0;oxigen1;oxigen2;oxigen3;oxigen4;oxigen5;tempTube0;tempTube1;tempTube2;tempTube3;tempTube4;tempTube5;heaterPWM0;heaterPWM1;heaterPWM2;heaterPWM3;heaterPWM4;heaterPWM5;info;tempCpu;Voltage;Current;error;

timestamp save;id;timestampPacket;timestampOxy0;timestampOxy1;timestampOxy2;timestampOxy3;timestampOxy4;timestampOxy5;oxigen0;oxigen1;oxigen2;oxigen3;oxigen4;oxigen5;tempTube0;tempTube1;tempTube2;tempTube3;tempTube4;tempTube5;heaterPWM0;heaterPWM1;heaterPWM2;heaterPWM3;heaterPWM4;heaterPWM5;info;tempCpu;Voltage;Current;error;

timestamp save;id;timestampPacket;timestampOxy0;timestampOxy1;timestampOxy2;timestampOxy3;timestampOxy4;timestampOxy5;oxigen0;oxigen1;oxigen2;oxigen3;oxigen4;oxigen5;tempTube0;tempTube1;tempTube2;tempTube3;tempTube4;tempTube5;heaterPWM0;heaterPWM1;heaterPWM2;heaterPWM3;heaterPWM4;heaterPWM5;info;tempCpu;Voltage;Current;error;
Tue Feb 27 11:31:48 2024;0;13681;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'First Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:49 2024;1;14529;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;22.925203323364258;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:49 2024;2;14714;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:49 2024;3;14932;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:49 2024;4;15109;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:49 2024;5;15314;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:50 2024;6;15547;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;22.925203323364258;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:50 2024;7;15778;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:50 2024;8;15930;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;23.393346786499023;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:50 2024;9;16135;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;22.925203323364258;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
Tue Feb 27 11:31:50 2024;10;16346;0;0;0;0;0;0;0.0;100.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;22.925203323364258;0;0;b'Dies ist der Test der des structs Packet\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00';
